record,model,harness,family,condition,rep,original_technical_validity,event_category,observed_F,observed_S,U_lower,U_upper,observed_implementation_event,evidence_rule
R0290,Terra,Codex,X20,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0291,Terra,Codex,X20,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0292,Terra,Codex,X20,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0293,Terra,Codex,X20,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0294,Terra,Codex,X20,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0295,Terra,Codex,X20,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0296,Terra,Codex,X20,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0297,Terra,Codex,X24,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0298,Terra,Codex,X24,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0299,Terra,Codex,X24,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0300,Terra,Codex,X24,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0301,Terra,Codex,X24,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0302,Terra,Codex,X24,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0303,Terra,Codex,X24,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0304,Terra,Codex,X24,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0305,Terra,Codex,X28,B,1,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0306,Terra,Codex,X28,B,2,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0307,Terra,Codex,X28,C,1,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0308,Terra,Codex,X28,C,2,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0309,Terra,Codex,X28,I,1,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0310,Terra,Codex,X28,I,2,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0311,Terra,Codex,X28,N,1,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0312,Terra,Codex,X28,N,2,False,candidate_execution_exception,True,,0,1,candidate_raised_on_existing_storage_error_fixture,completed_saved_component_only; raw incomplete pass fields ignored
R0313,Devstral,MiniSWE,F01,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0314,Devstral,MiniSWE,F01,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0315,Devstral,MiniSWE,F01,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0316,Devstral,MiniSWE,F01,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0317,Devstral,MiniSWE,F01,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0318,Devstral,MiniSWE,F01,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0319,Devstral,MiniSWE,F01,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0320,Devstral,MiniSWE,F01,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0321,Devstral,MiniSWE,F02,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0322,Devstral,MiniSWE,F02,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0323,Devstral,MiniSWE,F02,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0324,Devstral,MiniSWE,F02,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0325,Devstral,MiniSWE,F02,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0326,Devstral,MiniSWE,F02,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0327,Devstral,MiniSWE,F02,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0328,Devstral,MiniSWE,F02,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0329,Devstral,MiniSWE,F04,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0330,Devstral,MiniSWE,F04,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0331,Devstral,MiniSWE,F04,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0332,Devstral,MiniSWE,F04,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0333,Devstral,MiniSWE,F04,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0334,Devstral,MiniSWE,F04,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0335,Devstral,MiniSWE,F04,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0336,Devstral,MiniSWE,F04,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0337,Devstral,MiniSWE,F08,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0338,Devstral,MiniSWE,F08,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0339,Devstral,MiniSWE,F08,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0340,Devstral,MiniSWE,F08,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0341,Devstral,MiniSWE,F08,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0342,Devstral,MiniSWE,F08,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0343,Devstral,MiniSWE,F08,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0344,Devstral,MiniSWE,F08,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0345,Devstral,MiniSWE,F17,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0346,Devstral,MiniSWE,F17,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0347,Devstral,MiniSWE,F17,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0348,Devstral,MiniSWE,F17,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0349,Devstral,MiniSWE,F17,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0350,Devstral,MiniSWE,F17,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0351,Devstral,MiniSWE,F17,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0352,Devstral,MiniSWE,F17,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0353,Devstral,MiniSWE,F20,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0354,Devstral,MiniSWE,F20,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0355,Devstral,MiniSWE,F20,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0356,Devstral,MiniSWE,F20,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0357,Devstral,MiniSWE,F20,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0358,Devstral,MiniSWE,F20,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0359,Devstral,MiniSWE,F20,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0360,Devstral,MiniSWE,F20,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0361,Devstral,MiniSWE,X02,B,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0362,Devstral,MiniSWE,X02,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0363,Devstral,MiniSWE,X02,C,1,False,evaluator_lowering_incompatibility,,,0,1,submitted_program_not_accepted_by_evaluator,all components stopped during lowering; no outcome observed
R0364,Devstral,MiniSWE,X02,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0365,Devstral,MiniSWE,X02,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0366,Devstral,MiniSWE,X02,I,2,False,evaluator_lowering_incompatibility,,,0,1,submitted_program_not_accepted_by_evaluator,all components stopped during lowering; no outcome observed
R0367,Devstral,MiniSWE,X02,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0368,Devstral,MiniSWE,X02,N,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0369,Devstral,MiniSWE,X05,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0370,Devstral,MiniSWE,X05,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0371,Devstral,MiniSWE,X05,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0372,Devstral,MiniSWE,X05,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0373,Devstral,MiniSWE,X05,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0374,Devstral,MiniSWE,X05,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0375,Devstral,MiniSWE,X05,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0376,Devstral,MiniSWE,X05,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0377,Devstral,MiniSWE,X06,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0378,Devstral,MiniSWE,X06,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0379,Devstral,MiniSWE,X06,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0380,Devstral,MiniSWE,X06,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0381,Devstral,MiniSWE,X06,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0382,Devstral,MiniSWE,X06,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0383,Devstral,MiniSWE,X06,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0384,Devstral,MiniSWE,X06,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0385,Devstral,MiniSWE,X11,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0386,Devstral,MiniSWE,X11,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0387,Devstral,MiniSWE,X11,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0388,Devstral,MiniSWE,X11,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0389,Devstral,MiniSWE,X11,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0390,Devstral,MiniSWE,X11,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0391,Devstral,MiniSWE,X11,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0392,Devstral,MiniSWE,X11,N,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0393,Devstral,MiniSWE,X20,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0394,Devstral,MiniSWE,X20,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0395,Devstral,MiniSWE,X20,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0396,Devstral,MiniSWE,X20,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0397,Devstral,MiniSWE,X20,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0398,Devstral,MiniSWE,X20,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0399,Devstral,MiniSWE,X20,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0400,Devstral,MiniSWE,X20,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0401,Devstral,MiniSWE,X24,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0402,Devstral,MiniSWE,X24,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0403,Devstral,MiniSWE,X24,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0404,Devstral,MiniSWE,X24,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0405,Devstral,MiniSWE,X24,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0406,Devstral,MiniSWE,X24,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0407,Devstral,MiniSWE,X24,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0408,Devstral,MiniSWE,X24,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0409,Devstral,MiniSWE,X28,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0410,Devstral,MiniSWE,X28,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0411,Devstral,MiniSWE,X28,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0412,Devstral,MiniSWE,X28,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0413,Devstral,MiniSWE,X28,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0414,Devstral,MiniSWE,X28,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0415,Devstral,MiniSWE,X28,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0416,Devstral,MiniSWE,X28,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0417,Qwen30,MiniSWE,F01,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0418,Qwen30,MiniSWE,F01,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0419,Qwen30,MiniSWE,F01,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0420,Qwen30,MiniSWE,F01,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0421,Qwen30,MiniSWE,F01,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0422,Qwen30,MiniSWE,F01,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0423,Qwen30,MiniSWE,F01,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0424,Qwen30,MiniSWE,F01,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0425,Qwen30,MiniSWE,F02,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0426,Qwen30,MiniSWE,F02,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0427,Qwen30,MiniSWE,F02,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0428,Qwen30,MiniSWE,F02,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0429,Qwen30,MiniSWE,F02,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0430,Qwen30,MiniSWE,F02,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0431,Qwen30,MiniSWE,F02,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0432,Qwen30,MiniSWE,F02,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0433,Qwen30,MiniSWE,F04,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0434,Qwen30,MiniSWE,F04,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0435,Qwen30,MiniSWE,F04,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0436,Qwen30,MiniSWE,F04,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0437,Qwen30,MiniSWE,F04,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0438,Qwen30,MiniSWE,F04,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0439,Qwen30,MiniSWE,F04,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0440,Qwen30,MiniSWE,F04,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0441,Qwen30,MiniSWE,F08,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0442,Qwen30,MiniSWE,F08,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0443,Qwen30,MiniSWE,F08,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0444,Qwen30,MiniSWE,F08,C,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0445,Qwen30,MiniSWE,F08,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0446,Qwen30,MiniSWE,F08,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0447,Qwen30,MiniSWE,F08,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0448,Qwen30,MiniSWE,F08,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0449,Qwen30,MiniSWE,F17,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0450,Qwen30,MiniSWE,F17,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0451,Qwen30,MiniSWE,F17,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0452,Qwen30,MiniSWE,F17,C,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0453,Qwen30,MiniSWE,F17,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0454,Qwen30,MiniSWE,F17,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0455,Qwen30,MiniSWE,F17,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0456,Qwen30,MiniSWE,F17,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0457,Qwen30,MiniSWE,F20,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0458,Qwen30,MiniSWE,F20,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0459,Qwen30,MiniSWE,F20,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0460,Qwen30,MiniSWE,F20,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0461,Qwen30,MiniSWE,F20,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0462,Qwen30,MiniSWE,F20,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0463,Qwen30,MiniSWE,F20,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0464,Qwen30,MiniSWE,F20,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0465,Qwen30,MiniSWE,X02,B,1,False,evaluator_lowering_incompatibility,,,0,1,submitted_program_not_accepted_by_evaluator,all components stopped during lowering; no outcome observed
R0466,Qwen30,MiniSWE,X02,B,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0467,Qwen30,MiniSWE,X02,C,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0468,Qwen30,MiniSWE,X02,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0469,Qwen30,MiniSWE,X02,I,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0470,Qwen30,MiniSWE,X02,I,2,False,evaluator_lowering_incompatibility,,,0,1,submitted_program_not_accepted_by_evaluator,all components stopped during lowering; no outcome observed
R0471,Qwen30,MiniSWE,X02,N,1,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0472,Qwen30,MiniSWE,X02,N,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0473,Qwen30,MiniSWE,X05,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0474,Qwen30,MiniSWE,X05,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0475,Qwen30,MiniSWE,X05,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0476,Qwen30,MiniSWE,X05,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0477,Qwen30,MiniSWE,X05,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0478,Qwen30,MiniSWE,X05,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0479,Qwen30,MiniSWE,X05,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0480,Qwen30,MiniSWE,X05,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0481,Qwen30,MiniSWE,X06,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0482,Qwen30,MiniSWE,X06,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0483,Qwen30,MiniSWE,X06,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0484,Qwen30,MiniSWE,X06,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0485,Qwen30,MiniSWE,X06,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0486,Qwen30,MiniSWE,X06,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0487,Qwen30,MiniSWE,X06,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0488,Qwen30,MiniSWE,X06,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0489,Qwen30,MiniSWE,X11,B,1,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0490,Qwen30,MiniSWE,X11,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0491,Qwen30,MiniSWE,X11,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0492,Qwen30,MiniSWE,X11,C,2,True,valid_observation,False,True,0,0,none,corrected_valid_row
R0493,Qwen30,MiniSWE,X11,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0494,Qwen30,MiniSWE,X11,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0495,Qwen30,MiniSWE,X11,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0496,Qwen30,MiniSWE,X11,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0497,Qwen30,MiniSWE,X20,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0498,Qwen30,MiniSWE,X20,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0499,Qwen30,MiniSWE,X20,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0500,Qwen30,MiniSWE,X20,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0501,Qwen30,MiniSWE,X20,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0502,Qwen30,MiniSWE,X20,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0503,Qwen30,MiniSWE,X20,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0504,Qwen30,MiniSWE,X20,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0505,Qwen30,MiniSWE,X24,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0506,Qwen30,MiniSWE,X24,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0507,Qwen30,MiniSWE,X24,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0508,Qwen30,MiniSWE,X24,C,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0509,Qwen30,MiniSWE,X24,I,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0510,Qwen30,MiniSWE,X24,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0511,Qwen30,MiniSWE,X24,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0512,Qwen30,MiniSWE,X24,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0513,Qwen30,MiniSWE,X28,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0514,Qwen30,MiniSWE,X28,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0515,Qwen30,MiniSWE,X28,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0516,Qwen30,MiniSWE,X28,C,2,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0517,Qwen30,MiniSWE,X28,I,1,True,valid_observation,False,False,0,0,none,corrected_valid_row
R0518,Qwen30,MiniSWE,X28,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0519,Qwen30,MiniSWE,X28,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0520,Qwen30,MiniSWE,X28,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0521,QwenNext,MiniSWE,F01,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0522,QwenNext,MiniSWE,F01,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0523,QwenNext,MiniSWE,F01,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0524,QwenNext,MiniSWE,F01,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0525,QwenNext,MiniSWE,F01,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0526,QwenNext,MiniSWE,F01,I,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0527,QwenNext,MiniSWE,F01,N,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0528,QwenNext,MiniSWE,F01,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0529,QwenNext,MiniSWE,F02,B,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0530,QwenNext,MiniSWE,F02,B,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0531,QwenNext,MiniSWE,F02,C,1,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0532,QwenNext,MiniSWE,F02,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0533,QwenNext,MiniSWE,F02,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0534,QwenNext,MiniSWE,F02,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0535,QwenNext,MiniSWE,F02,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0536,QwenNext,MiniSWE,F02,N,2,True,valid_observation,True,True,0,0,none,corrected_valid_row
R0537,QwenNext,MiniSWE,F04,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0538,QwenNext,MiniSWE,F04,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0539,QwenNext,MiniSWE,F04,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0540,QwenNext,MiniSWE,F04,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0541,QwenNext,MiniSWE,F04,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0542,QwenNext,MiniSWE,F04,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0543,QwenNext,MiniSWE,F04,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0544,QwenNext,MiniSWE,F04,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0545,QwenNext,MiniSWE,F08,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0546,QwenNext,MiniSWE,F08,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0547,QwenNext,MiniSWE,F08,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0548,QwenNext,MiniSWE,F08,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0549,QwenNext,MiniSWE,F08,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0550,QwenNext,MiniSWE,F08,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0551,QwenNext,MiniSWE,F08,N,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0552,QwenNext,MiniSWE,F08,N,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0553,QwenNext,MiniSWE,F17,B,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0554,QwenNext,MiniSWE,F17,B,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0555,QwenNext,MiniSWE,F17,C,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0556,QwenNext,MiniSWE,F17,C,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0557,QwenNext,MiniSWE,F17,I,1,True,valid_observation,True,False,1,1,none,corrected_valid_row
R0558,QwenNext,MiniSWE,F17,I,2,True,valid_observation,True,False,1,1,none,corrected_valid_row
